53,143
23,100
136,157
103,113
13,85
64,76
6,106
19,56
189,96
30,68
71,185
38,23
174,186
88,112
21,89
4,200
83,103
42,170
175,1
162,21
25,152
131,195
9,45
158,40
60,86
83,117
156,142
170,24
10,59
10,59
193,4
118,129
28,6
173,189
52,132
124,83
11,31
7,23
146,127
32,82
61,103
22,200
176,39
50,42
2,43
197,5
162,34
99,22
183,55
197,146
186,120
148,58
100,86
141,90
18,168
11,156
27,80
250,341
244,338
240,335
238,331
236,327
231,321
230,319
228,317
227,316
227,314
227,311
229,309
230,306
232,303
233,300
237,295
238,293
239,291
241,290
242,289
242,288
242,287
242,287
241,287
241,286
240,285
240,285
240,285
240,285
240,285
239,285
239,285
239,285
239,284
239,284
238,284
238,285
240,287
240,288
241,289
244,294
247,298
250,302
253,307
256,312
259,318
261,318
262,316
262,310
260,297
243,243
222,178
217,163
215,160
213,158
208,154
206,152
204,151
202,150
202,149
200,148
199,147
199,146
198,145
198,144
197,143
196,142
196,141
194,140
193,139
190,137
188,136
186,136
185,136
183,136
180,136
179,136
178,136
177,137
177,137
175,138
174,139
173,140
172,141
171,141
168,144
167,145
165,147
163,148
161,150
156,153
155,155
154,157
153,159
152,162
151,166
150,168
150,170
150,172
150,174
151,178
151,181
152,183
153,186
153,188
155,193
156,196
158,198
160,201
161,204
164,208
165,209
167,211
169,213
172,214
177,219
180,220
183,222
187,223
190,224
195,224
197,224
200,224
203,223
205,222
210,220
213,218
216,215
219,213
222,209
226,203
228,199
229,196
230,193
231,190
233,185
234,183
234,181
235,180
236,177
237,173
237,170
238,167
239,164
239,162
239,157
239,154
238,151
237,149
235,146
232,143
229,141
227,139
224,137
222,136
217,134
214,133
211,132
208,131
205,131
200,129
199,129
197,128
196,128
194,127
191,127
189,127
187,127
185,128
184,128
181,130
180,130
178,131
71,166
71,167
69,169
68,172
67,174
67,175
66,177
66,178
66,180
67,181
67,183
68,185
69,187
72,191
73,193
74,194
75,195
75,196
76,197
76,197
76,198
76,198
76,199
77,199
77,200
78,200
78,200
78,200
77,201
77,201
77,201
77,201
78,202
78,202
78,203
78,203
78,204
78,204
78,205
78,206
78,206
78,207
79,207
81,209
81,209
82,208
82,209
83,209
84,208
84,208
85,208
85,208
86,208
87,208
88,208
89,207
90,207
91,207
94,207
96,206
97,206
100,206
102,206
107,205
110,205
113,204
116,203
119,202
125,198
128,197
130,195
132,193
134,190
138,186
139,184
140,182
141,179
141,176
141,170
141,167
140,164
139,162
137,159
135,153
133,151
132,149
130,147
129,145
125,141
124,139
122,138
120,136
117,135
111,132
108,131
105,130
102,129
100,129
97,128
95,127
94,127
92,126
91,126
87,126
85,125
83,125
82,125
82,126
81,126
80,126
80,126
79,126
78,126
76,126
75,127
74,127
73,128
72,128
70,131
69,132
69,133
68,133
67,134
66,136
66,137
65,138
65,138
64,139
62,141
61,142
60,143
60,144
59,145
59,147
59,149
60,150
60,151
61,152
63,153
63,153
65,154
66,154
69,155
73,155
75,156
78,155
79,155
79,156
80,157
81,158
81,158
81,159
81,160
81,161
81,162
80,163
80,163
80,164
79,165
78,165
78,166
77,167
77,167
77,169
77,169
77,169
77,170
76,170
74,170
74,170
73,171
72,172
72,173
70,176
70,178
70,180
70,182
71,184
73,187
74,189
76,190
77,191
79,192
79,194
79,194
81,194
80,195
80,195
81,196
81,196
81,196
82,196
82,196
83,195
84,195
84,195
84,195
84,195
84,195
84,195
84,195
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
83,196
